"","r.squared","adj.r.squared","sigma","statistic","p.value","df","logLik","AIC","BIC","deviance","df.residual","nobs"
"1",0.472774632256801,0.467517399245117,1407.62858758275,89.9284150438166,2.86990794688678e-93,7,-6150.68347007315,12319.3669401463,12360.4543248766,1390955604.88732,702,710
